Path,File Name,LOC
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pl030.c,rtc-pl030.c,164
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1216.c,rtc-ds1216.c,166
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ep93xx.c,rtc-ep93xx.c,167
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcap.c,rtc-pcap.c,173
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-m48t35.c,rtc-m48t35.c,177
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1347.c,rtc-ds1347.c,178
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-imx-sc.c,rtc-imx-sc.c,183
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-m41t93.c,rtc-m41t93.c,196
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-test.c,rtc-test.c,198
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-bq4802.c,rtc-bq4802.c,200
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-goldfish.c,rtc-goldfish.c,200
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sd3078.c,rtc-sd3078.c,203
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ftrtc010.c,rtc-ftrtc010.c,204
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1302.c,rtc-ds1302.c,204
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rs5c348.c,rtc-rs5c348.c,208
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1742.c,rtc-ds1742.c,213
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max8907.c,rtc-max8907.c,214
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max6900.c,rtc-max6900.c,219
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-digicolor.c,rtc-digicolor.c,219
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sd2405al.c,rtc-sd2405al.c,221
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-msm6242.c,rtc-msm6242.c,222
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds2404.c,rtc-ds2404.c,226
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-nxp-bbnsm.c,rtc-nxp-bbnsm.c,227
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1390.c,rtc-ds1390.c,233
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rtd119x.c,rtc-rtd119x.c,234
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ssd202d.c,rtc-ssd202d.c,238
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-msc313.c,rtc-msc313.c,243
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-as3722.c,rtc-as3722.c,245
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-vt8500.c,rtc-vt8500.c,259
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mc146818-lib.c,rtc-mc146818-lib.c,263
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx4581.c,rtc-rx4581.c,264
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-xgene.c,rtc-xgene.c,266
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rp5c01.c,rtc-rp5c01.c,266
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-efi.c,rtc-efi.c,272
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf50633.c,rtc-pcf50633.c,277
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-fsl-ftm-alarm.c,rtc-fsl-ftm-alarm.c,278
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-m48t86.c,rtc-m48t86.c,278
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-opal.c,rtc-opal.c,289
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mpfs.c,rtc-mpfs.c,293
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-lpc24xx.c,rtc-lpc24xx.c,294
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rc5t583.c,rtc-rc5t583.c,297
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf8583.c,rtc-pcf8583.c,297
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-moxart.c,rtc-moxart.c,300
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-cpcap.c,rtc-cpcap.c,300
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ma35d1.c,rtc-ma35d1.c,301
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-st-lpc.c,rtc-st-lpc.c,304
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sa1100.c,rtc-sa1100.c,306
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-lp8788.c,rtc-lp8788.c,317
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-bq32k.c,rtc-bq32k.c,317
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mv.c,rtc-mv.c,317
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max8925.c,rtc-max8925.c,318
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-hid-sensor-time.c,rtc-hid-sensor-time.c,320
/home/e62562sw/linux_kernel/linux/drivers/rtc/sysfs.c,sysfs.c,320
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx8581.c,rtc-rx8581.c,321
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max8998.c,rtc-max8998.c,322
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-tps6586x.c,rtc-tps6586x.c,322
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-da9052.c,rtc-da9052.c,328
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1553.c,rtc-ds1553.c,328
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-88pm80x.c,rtc-88pm80x.c,329
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-stk17ta8.c,rtc-stk17ta8.c,331
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-gamecube.c,rtc-gamecube.c,331
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-asm9260.c,rtc-asm9260.c,332
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1286.c,rtc-ds1286.c,333
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-bd70528.c,rtc-bd70528.c,337
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1511.c,rtc-ds1511.c,341
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sunplus.c,rtc-sunplus.c,343
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-lpc32xx.c,rtc-lpc32xx.c,347
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-optee.c,rtc-optee.c,351
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mxc_v2.c,rtc-mxc_v2.c,351
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mt6397.c,rtc-mt6397.c,353
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mc13xxx.c,rtc-mc13xxx.c,353
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-palmas.c,rtc-palmas.c,354
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rs5c313.c,rtc-rs5c313.c,354
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx8111.c,rtc-rx8111.c,361
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-isl12022.c,rtc-isl12022.c,362
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-zynqmp.c,rtc-zynqmp.c,371
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-88pm860x.c,rtc-88pm860x.c,374
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mpc5121.c,rtc-mpc5121.c,375
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pic32.c,rtc-pic32.c,375
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-loongson.c,rtc-loongson.c,376
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-stmp3xxx.c,rtc-stmp3xxx.c,378
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mt7622.c,rtc-mt7622.c,381
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mxc.c,rtc-mxc.c,384
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-cros-ec.c,rtc-cros-ec.c,385
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-da9055.c,rtc-da9055.c,389
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-tegra.c,rtc-tegra.c,391
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ab8500.c,rtc-ab8500.c,393
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-meson.c,rtc-meson.c,393
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rzn1.c,rtc-rzn1.c,398
/home/e62562sw/linux_kernel/linux/drivers/rtc/class.c,class.c,407
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-cadence.c,rtc-cadence.c,408
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mt2712.c,rtc-mt2712.c,411
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pxa.c,rtc-pxa.c,415
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rk808.c,rtc-rk808.c,426
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-jz4740.c,rtc-jz4740.c,428
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-brcmstb-waketimer.c,rtc-brcmstb-waketimer.c,429
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx8010.c,rtc-rx8010.c,431
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-mcp795.c,rtc-mcp795.c,433
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-wm831x.c,rtc-wm831x.c,437
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-snvs.c,rtc-snvs.c,437
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pl031.c,rtc-pl031.c,438
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sunxi.c,rtc-sunxi.c,442
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-tps65910.c,rtc-tps65910.c,443
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf2123.c,rtc-pcf2123.c,443
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rc5t619.c,rtc-rc5t619.c,446
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-wm8350.c,rtc-wm8350.c,459
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-tps6594.c,rtc-tps6594.c,460
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-spear.c,rtc-spear.c,460
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx6110.c,rtc-rx6110.c,467
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-m48t59.c,rtc-m48t59.c,467
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-r7301.c,rtc-r7301.c,469
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1343.c,rtc-ds1343.c,473
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf85363.c,rtc-pcf85363.c,480
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-isl12026.c,rtc-isl12026.c,483
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-s35390a.c,rtc-s35390a.c,484
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-at91sam9.c,rtc-at91sam9.c,498
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-da9063.c,rtc-da9063.c,511
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-fm3130.c,rtc-fm3130.c,516
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf8523.c,rtc-pcf8523.c,518
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pm8xxx.c,rtc-pm8xxx.c,519
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-armada38x.c,rtc-armada38x.c,524
/home/e62562sw/linux_kernel/linux/drivers/rtc/dev.c,dev.c,527
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max8997.c,rtc-max8997.c,532
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1374.c,rtc-ds1374.c,543
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rx8025.c,rtc-rx8025.c,561
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-hym8563.c,rtc-hym8563.c,564
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-nct3018y.c,rtc-nct3018y.c,591
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ab-eoz9.c,rtc-ab-eoz9.c,592
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-s3c.c,rtc-s3c.c,596
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ti-k3.c,rtc-ti-k3.c,596
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sc27xx.c,rtc-sc27xx.c,599
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf8563.c,rtc-pcf8563.c,601
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-at91rm9200.c,rtc-at91rm9200.c,603
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ac100.c,rtc-ac100.c,609
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-twl.c,rtc-twl.c,635
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf85063.c,rtc-pcf85063.c,638
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1305.c,rtc-ds1305.c,653
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sh.c,rtc-sh.c,658
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-x1205.c,rtc-x1205.c,672
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max31335.c,rtc-max31335.c,691
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-imxdi.c,rtc-imxdi.c,707
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds3232.c,rtc-ds3232.c,730
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-s5m.c,rtc-s5m.c,748
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rv8803.c,rtc-rv8803.c,765
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-sun6i.c,rtc-sun6i.c,817
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ab-b5ze-s3.c,rtc-ab-b5ze-s3.c,849
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-max77686.c,rtc-max77686.c,862
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rs5c372.c,rtc-rs5c372.c,878
/home/e62562sw/linux_kernel/linux/drivers/rtc/interface.c,interface.c,881
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rv3029c2.c,rtc-rv3029c2.c,916
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-m41t80.c,rtc-m41t80.c,945
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-omap.c,rtc-omap.c,955
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-isl1208.c,rtc-isl1208.c,962
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-abx80x.c,rtc-abx80x.c,979
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rv3032.c,rtc-rv3032.c,1001
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-rv3028.c,rtc-rv3028.c,1046
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1685.c,rtc-ds1685.c,1184
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-stm32.c,rtc-stm32.c,1255
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-cmos.c,rtc-cmos.c,1434
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-pcf2127.c,rtc-pcf2127.c,1438
/home/e62562sw/linux_kernel/linux/drivers/rtc/rtc-ds1307.c,rtc-ds1307.c,1955
